,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
2556,1224016475427655680,World Health Organization (WHO),WHO,203,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?
A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new coronavirus.

#KnowYourFacts https://t.co/CgogiyQgx2",2020-03-29 19:11:28.220293,2020-02-02 17:07:23.000000,284,"[{'text': '2019nCoV', 'indices': [142, 151]}, {'text': 'KnowYourFacts', 'indices': [297, 311]}]",49323,,Twitter Web App,None,None,None
2557,1224003812031115265,World Health Organization (WHO),WHO,580,"WHO has been working to track and respond to myths and rumours around #2019nCoV. 

WHO Situation Report 2 February 2020 https://t.co/Fhra7KIAKr

On Twitter, follow the myth buster thread here ⬇ #KnowTheFacts

https://t.co/r575dDcgHm",2020-03-29 19:11:28.220297,2020-02-02 16:17:04.000000,735,"[{'text': '2019nCoV', 'indices': [70, 79]}, {'text': 'KnowTheFacts', 'indices': [194, 207]}]",49323,,Twitter for iPhone,None,None,None
2558,1223993219022753793,World Health Organization (WHO),WHO,289,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can gargling mouthwash protect you from infection with the #2019nCoV?
A: No. There is no evidence that using mouthwash will protect you from infection with the new coronavirus.

#KnowYourFacts https://t.co/lQEVEZ6jGT",2020-03-29 19:11:28.220313,2020-02-02 15:34:58.000000,434,"[{'text': '2019nCoV', 'indices': [120, 129]}, {'text': 'KnowYourFacts', 'indices': [239, 253]}]",49323,,Twitter Web App,None,None,None
2560,1223905442285441026,World Health Organization (WHO),WHO,1,"@MitchellFrondal @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO @MitchellFrondal Hi Mitchell - we've tweeted a series of myth busters addressing some rumors in relations to #2019nCoV. We are updating it regularly.
Follow the thread here⬇️

https://t.co/r575dDcgHm",2020-03-29 19:11:28.220323,2020-02-02 09:46:11.000000,6,"[{'text': '2019nCoV', 'indices': [184, 193]}]",49323,,Twitter Web App,None,None,None
2561,1223904465394249732,World Health Organization (WHO),WHO,588,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Can eating garlic help prevent infection with #2019nCoV?
A: Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from 2019-nCoV
#KnowTheFacts https://t.co/n4y5xfgwYz",2020-03-29 19:11:28.220327,2020-02-02 09:42:18.000000,869,"[{'text': '2019nCoV', 'indices': [107, 116]}, {'text': 'KnowTheFacts', 'indices': [302, 315]}]",49323,,Twitter Web App,None,None,None
2563,1223670196218580993,World Health Organization (WHO),WHO,546,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Does putting on or eating sesame oil block the #2019nC0V from entering the body?
A: No. Sesame oil is delicious but it does not kill 2019-nCoV.

#KnowTheFacts https://t.co/vJU7i1VXjb",2020-03-29 19:11:28.220334,2020-02-01 18:11:24.000000,924,"[{'text': '2019nC0V', 'indices': [108, 117]}, {'text': 'KnowTheFacts', 'indices': [206, 219]}]",49323,,Twitter Web App,None,None,None
2564,1223660433946619904,World Health Organization (WHO),WHO,546,"Persons with #2019nCoV who are symptomatic will spread the virus more readily through coughing and sneezing.

WHO Situation Report 1 February 2020 https://t.co/5gEHSOGO7H https://t.co/DP6dH1bOGy",2020-03-29 19:11:28.220337,2020-02-01 17:32:36.000000,677,"[{'text': '2019nCoV', 'indices': [13, 22]}]",49323,,Twitter for iPhone,None,None,None
2565,1223660135953903617,World Health Organization (WHO),WHO,539,"The main driver of #2019-nCoV transmission, based on currently available data, is symptomatic cases.
WHO is aware of possible transmission from infected people before they developed symptoms.

WHO Situation Report 1 February 2020 https://t.co/5gEHSOGO7H https://t.co/KlhNDYNbr9",2020-03-29 19:11:28.220341,2020-02-01 17:31:25.000000,672,[],49323,,Twitter for iPhone,None,None,None
2566,1223659708072038400,World Health Organization (WHO),WHO,1529,"Asymptomatic #2019nCoV infection may be rare, and transmission from an asymptomatic person is very rare with other coronaviruses, as we have seen with MERS. Thus, transmission from asymptomatic cases is likely not a major driver of transmission https://t.co/5gEHSOGO7H https://t.co/Zh8ifwP4XA",2020-03-29 19:11:28.220344,2020-02-01 17:29:43.000000,2002,"[{'text': '2019nCoV', 'indices': [13, 22]}]",49323,,Twitter for iPhone,None,None,None
2570,1223532656778010624,World Health Organization (WHO),WHO,3229,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Is it safe to receive a letter or a package from China?
A: Yes, it is safe. People receiving packages from China are not at risk of contracting #2019nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.

#KnowTheFacts https://t.co/RBBqjkd5JQ",2020-03-29 19:11:28.220359,2020-02-01 09:04:52.000000,2853,"[{'text': '2019nCoV', 'indices': [205, 214]}, {'text': 'KnowTheFacts', 'indices': [324, 337]}]",49323,,Twitter Web App,None,None,None
2577,1223278788089470977,World Health Organization (WHO),WHO,616,"@WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Q: Do vaccines against pneumonia protect you against #2019nCoV?
A: No. Vaccines against pneumonia do not provide protection against 2019-nCoV.
The virus is new and different. It needs its own vaccine.

#KnowTheFacts https://t.co/xoUz6PzHIo",2020-03-29 19:11:28.220403,2020-01-31 16:16:05.000000,773,"[{'text': '2019nCoV', 'indices': [111, 120]}, {'text': 'KnowTheFacts', 'indices': [260, 273]}]",49323,,Twitter Web App,None,None,None
2578,1223216818636148738,World Health Organization (WHO),WHO,143,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO WHO is proposing a new strategy to eliminate #CervicalCancer as a public health problem. 1st steps:
🔹 increase HPV vaccination to 90%
🔹 ensure 70% of 👩🧕 are screened twice in their lives around the ages of 35 &amp; 45
🔹 get appropriate treatment to 90% of 👩🧕 diagnosed by 2030 https://t.co/mn3ohuOffD",2020-03-29 19:11:28.220406,2020-01-31 12:09:50.000000,268,"[{'text': 'CervicalCancer', 'indices': [103, 118]}]",49323,,Twitter Web App,None,None,None
2583,1223006121872494593,World Health Organization (WHO),WHO,1592,"Previously, there have been 5 public health emergencies of international concern declared:
🚨 2009 H1N1
🚨 2014 polio
🚨 2014 Ebola in West Africa 
🚨 2016 Zika
🚨 2019 Ebola in the Democratic Republic of the Congo https://t.co/HENllDwOSx",2020-03-29 19:11:28.220424,2020-01-30 22:12:36.000000,1717,[],49323,,Twitter for iPhone,None,None,None
2594,1222975718424043520,World Health Organization (WHO),WHO,660,@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @UN_News_Centre @UN @UNGeneva The full statement by @DrTedros on IHR Emergency Committee on new #coronavirus 👉 https://t.co/4Ui8D6Mke8 https://t.co/92rihQmclE,2020-03-29 19:11:28.220460,2020-01-30 20:11:47.000000,737,"[{'text': 'coronavirus', 'indices': [164, 176]}]",49323,,Twitter Web App,None,None,None
2595,1222975329360392215,World Health Organization (WHO),WHO,378,@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO Full statement on the meeting of the International Health Regulations Emergency Committee on the #2019nCoV 👉 https://t.co/Ia5pFPn3Qi https://t.co/YhlPG2YwOJ,2020-03-29 19:11:28.220464,2020-01-30 20:10:14.000000,371,"[{'text': '2019nCoV', 'indices': [165, 174]}]",49323,,Twitter Web App,None,None,None
2596,1222974441531084801,World Health Organization (WHO),WHO,283,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO WHO can hold countries to account when they needlessly exceed these global standards. This is critical to ensuring the international response is evidence-based, measured  &amp; balanced to protect human health in ways that are neither over-reactive nor under-reactive.

- Dr Houssin https://t.co/HaRMNXpmOb",2020-03-29 19:11:28.220467,2020-01-30 20:06:43.000000,523,[],49323,,Twitter Web App,None,None,None
2597,1222973217435987970,World Health Organization (WHO),WHO,781,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO What does Public Health Emergency of Intl Concern means?
WHO issues temporary recommendations. These are non-binding but practically &amp; politically significant measures that can address travel, trade, quarantine, screening, treatment. WHO can also set global standards of practice",2020-03-29 19:11:28.220471,2020-01-30 20:01:51.000000,1052,[],49323,,Twitter Web App,None,None,None
2598,1222971319073067008,World Health Organization (WHO),WHO,477,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO The Committee emphasized that the declaration of a public health emergency shld be seen in the spirit of support &amp; appreciation for 🇨🇳 , its people &amp; the actions.
🇨🇳 has taken on the frontlines of this outbreak, with transparency, and, it is to be hoped, with success
-Dr Houssin",2020-03-29 19:11:28.220474,2020-01-30 19:54:18.000000,842,[],49323,,Twitter Web App,None,None,None
2599,1222970464567463941,World Health Organization (WHO),WHO,286,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""[We must:]
-share data, knowledge &amp; experience with WHO &amp; the world.
The only way we will defeat this outbreak is for all countries to work together in a spirit of solidarity &amp; cooperation. We are all in this together, &amp; we can only stop it together""-@DrTedros #2019nCov",2020-03-29 19:11:28.220485,2020-01-30 19:50:55.000000,522,"[{'text': '2019nCov', 'indices': [346, 355]}]",49323,,Twitter Web App,None,None,None
2600,1222970265954672673,World Health Organization (WHO),WHO,298,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""[We must:] 
-accelerate the development of vaccines, therapeutics &amp; diagnostics;
-combat the spread of rumours &amp; misinformation. 
-review preparedness plans, identify gaps &amp; evaluate the resources needed to identify, isolate &amp; care for cases, &amp; prevent transmission""-@DrTedros",2020-03-29 19:11:28.872947,2020-01-30 19:50:07.000000,460,[],49323,,Twitter Web App,None,None,None
2601,1222969949175656448,World Health Organization (WHO),WHO,541,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""We must support countries with weaker health systems""-@DrTedros #2029nCoV",2020-03-29 19:11:28.872968,2020-01-30 19:48:52.000000,1219,"[{'text': '2029nCoV', 'indices': [133, 142]}]",49323,,Twitter Web App,None,None,None
2602,1222969858574430217,World Health Organization (WHO),WHO,746,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""There is no reason for measures that unnecessarily interfere with intl. travel &amp; trade.
We call on all countries to implement decisions that are evidence-based &amp; consistent. WHO stands ready to provide advice to any country that is considering which measures to take""-@DrTedros",2020-03-29 19:11:28.872973,2020-01-30 19:48:30.000000,1194,[],49323,,Twitter Web App,None,None,None
2603,1222969618505093121,World Health Organization (WHO),WHO,1166,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""We must remember that these are people, not numbers. 

More important than the declaration of a public health emergency are the committee’s recommendations for preventing the spread of the #2019nCoV virus and ensuring a measured and evidence-based response""-@DrTedros",2020-03-29 19:11:28.872977,2020-01-30 19:47:33.000000,2033,"[{'text': '2019nCoV', 'indices': [258, 267]}]",49323,,Twitter Web App,None,None,None
2604,1222969511801950210,World Health Organization (WHO),WHO,1238,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""In total, there are now 7834 confirmed #2019nCoV cases, including 7736 in #China, representing almost 99% of all reported cases worldwide. 170 people have lost their lives to this outbreak, all of them in China""-@DrTedros",2020-03-29 19:11:28.872980,2020-01-30 19:47:07.000000,1252,"[{'text': '2019nCoV', 'indices': [108, 117]}, {'text': 'China', 'indices': [143, 149]}]",49323,,Twitter Web App,None,None,None
2605,1222969409175785472,World Health Organization (WHO),WHO,338,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""We are working diligently with national and international public health partners to bring this outbreak under control as fast as possible""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873032,2020-01-30 19:46:43.000000,637,"[{'text': '2019nCoV', 'indices': [218, 227]}]",49323,,Twitter Web App,None,None,None
2606,1222969326707380230,World Health Organization (WHO),WHO,479,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""To the people of #China &amp; to all of those around the 🌏who have been affected by this outbreak, we want you to know that the 🌏 stands with you""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873041,2020-01-30 19:46:23.000000,1050,"[{'text': 'China', 'indices': [86, 92]}, {'text': '2019nCoV', 'indices': [226, 235]}]",49323,,Twitter Web App,None,None,None
2607,1222969091482361856,World Health Organization (WHO),WHO,423,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""As you know, I was in #China just a few days ago, where I met with President Xi Jinping. I left in absolutely no doubt about China’s commitment to transparency, and to protecting the world’s people""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873047,2020-01-30 19:45:27.000000,916,"[{'text': 'China', 'indices': [91, 97]}, {'text': '2019nCoV', 'indices': [278, 287]}]",49323,,Twitter Web App,None,None,None
2608,1222968973291114498,World Health Organization (WHO),WHO,710,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""Let me be clear: this declaration is not a vote of no confidence in #China. On the contrary, WHO continues to have confidence in China’s capacity to control the outbreak""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873092,2020-01-30 19:44:59.000000,1263,"[{'text': 'China', 'indices': [137, 143]}, {'text': '2019nCoV', 'indices': [250, 259]}]",49323,,Twitter Web App,None,None,None
2609,1222968882555768834,World Health Organization (WHO),WHO,1409,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""Our greatest concern is the potential for the virus to spread to countries with weaker health systems, and which are ill-prepared to deal with it""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873097,2020-01-30 19:44:37.000000,1785,"[{'text': '2019nCoV', 'indices': [226, 235]}]",49323,,Twitter Web App,None,None,None
2610,1222968794269745153,World Health Organization (WHO),WHO,1157,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""The main reason for this declaration is not because of what is happening in #China, but because of what is happening in other countries""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873120,2020-01-30 19:44:16.000000,1575,"[{'text': 'China', 'indices': [145, 151]}, {'text': '2019nCoV', 'indices': [216, 225]}]",49323,,Twitter Web App,None,None,None
2611,1222968733829865477,World Health Organization (WHO),WHO,17196,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO 🚨BREAKING🚨

""For all of these reasons, I am declaring a public health emergency of international concern over the global outbreak of #2019nCoV.""-@DrTedros",2020-03-29 19:11:28.873135,2020-01-30 19:44:02.000000,13552,"[{'text': '2019nCoV', 'indices': [201, 210]}]",49323,,Twitter Web App,None,None,None
2612,1222968678595076096,World Health Organization (WHO),WHO,807,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""We don’t know what sort of damage this #2019nCoV virus could do if it were to spread in a country with a weaker health system. 
We must act now to help countries prepare for that possibility""-@DrTedros",2020-03-29 19:11:28.873141,2020-01-30 19:43:49.000000,1159,"[{'text': '2019nCoV', 'indices': [108, 117]}]",49323,,Twitter Web App,None,None,None
2613,1222968618515865600,World Health Organization (WHO),WHO,463,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""The vast majority of cases outside #China have a travel history to Wuhan, or contact with someone with a travel history to Wuhan""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873147,2020-01-30 19:43:34.000000,873,"[{'text': 'China', 'indices': [104, 110]}, {'text': '2019nCoV', 'indices': [209, 218]}]",49323,,Twitter Web App,None,None,None
2614,1222968567303409664,World Health Organization (WHO),WHO,621,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""So far we have not seen any deaths outside #China, for which we must all be grateful. Although these numbers are still relatively small compared to the number of cases in 🇨🇳, we must all act together now to limit further spread""-@DrTedros #2019nCoV",2020-03-29 19:11:28.873153,2020-01-30 19:43:22.000000,1267,"[{'text': 'China', 'indices': [112, 118]}, {'text': '2019nCoV', 'indices': [308, 317]}]",49323,,Twitter Web App,None,None,None
2615,1222968472444993542,World Health Organization (WHO),WHO,906,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO ""There are now 98 #2019nCoV cases in 18 countries outside #China, including 8 cases of human-to-human transmission in four countries: Germany, Japan, Viet Nam and the United States of America""-@DrTedros",2020-03-29 19:11:28.873159,2020-01-30 19:43:00.000000,1118,"[{'text': '2019nCoV', 'indices': [86, 95]}, {'text': 'China', 'indices': [126, 132]}]",49323,,Twitter Web App,None,None,None
